batch,date_prevue,cluster,slug,url,publie,soumis_gsc,indexed,date_check,impressions,position,notes
J03,2026-08-20,commercial,accountable2you-review,https://www.getfaithlock.com/resources/accountable2you-review,,,?,,,,
J03,2026-08-20,commercial,brick-app-review,https://www.getfaithlock.com/resources/brick-app-review,,,?,,,,
J03,2026-08-20,commercial,covenant-eyes-review,https://www.getfaithlock.com/resources/covenant-eyes-review,,,?,,,,
J04,2026-08-21,commercial,one-sec-app-review,https://www.getfaithlock.com/resources/one-sec-app-review,,,?,,,,
J04,2026-08-21,commercial,opal-app-review,https://www.getfaithlock.com/resources/opal-app-review,,,?,,,,
J04,2026-08-21,commercial,screenzen-review,https://www.getfaithlock.com/resources/screenzen-review,,,?,,,,
J04,2026-08-21,commercial,truple-review,https://www.getfaithlock.com/resources/truple-review,,,?,,,,
J04,2026-08-21,commercial,screen-time-management-app,https://www.getfaithlock.com/resources/screen-time-management-app,,,?,,,,
J04,2026-08-21,outils,aesthetic-bible-verse-wallpaper,https://www.getfaithlock.com/resources/aesthetic-bible-verse-wallpaper,,,?,,,,
J04,2026-08-21,outils,bible-app-with-daily-verse,https://www.getfaithlock.com/resources/bible-app-with-daily-verse,,,?,,,,
J04,2026-08-21,outils,bible-verse-desktop-wallpaper,https://www.getfaithlock.com/resources/bible-verse-desktop-wallpaper,,,?,,,,
J04,2026-08-21,outils,bible-verse-home-screen-widget,https://www.getfaithlock.com/resources/bible-verse-home-screen-widget,,,?,,,,
J04,2026-08-21,outils,bible-verse-lock-screen-widget-iphone,https://www.getfaithlock.com/resources/bible-verse-lock-screen-widget-iphone,,,?,,,,
J05,2026-08-22,outils,bible-verse-of-the-day-widget,https://www.getfaithlock.com/resources/bible-verse-of-the-day-widget,,,?,,,,
J05,2026-08-22,outils,bible-verse-phone-wallpaper,https://www.getfaithlock.com/resources/bible-verse-phone-wallpaper,,,?,,,,
J05,2026-08-22,outils,bible-verse-screensaver,https://www.getfaithlock.com/resources/bible-verse-screensaver,,,?,,,,
J05,2026-08-22,outils,bible-verse-wallpaper-android,https://www.getfaithlock.com/resources/bible-verse-wallpaper-android,,,?,,,,
J05,2026-08-22,outils,bible-verse-widget-android,https://www.getfaithlock.com/resources/bible-verse-widget-android,,,?,,,,
J05,2026-08-22,outils,bible-verses-for-wallpapers,https://www.getfaithlock.com/resources/bible-verses-for-wallpapers,,,?,,,,
J05,2026-08-22,outils,black-bible-verse-wallpaper,https://www.getfaithlock.com/resources/black-bible-verse-wallpaper,,,?,,,,
J05,2026-08-22,outils,christian-bible-verse-wallpaper,https://www.getfaithlock.com/resources/christian-bible-verse-wallpaper,,,?,,,,
J05,2026-08-22,outils,cute-bible-verse-wallpaper,https://www.getfaithlock.com/resources/cute-bible-verse-wallpaper,,,?,,,,
J05,2026-08-22,outils,daily-bible-verse-app,https://www.getfaithlock.com/resources/daily-bible-verse-app,,,?,,,,
J06,2026-08-23,outils,free-bible-verse-app-lock-screen,https://www.getfaithlock.com/resources/free-bible-verse-app-lock-screen,,,?,,,,
J06,2026-08-23,outils,free-bible-verse-wallpaper,https://www.getfaithlock.com/resources/free-bible-verse-wallpaper,,,?,,,,
J06,2026-08-23,outils,how-to-add-bible-verse-widget-android,https://www.getfaithlock.com/resources/how-to-add-bible-verse-widget-android,,,?,,,,
J06,2026-08-23,outils,how-to-add-bible-verse-widget-iphone,https://www.getfaithlock.com/resources/how-to-add-bible-verse-widget-iphone,,,?,,,,
J06,2026-08-23,outils,how-to-block-youtube-shorts,https://www.getfaithlock.com/resources/how-to-block-youtube-shorts,,,?,,,,
J06,2026-08-23,outils,iphone-bible-verse-wallpaper,https://www.getfaithlock.com/resources/iphone-bible-verse-wallpaper,,,?,,,,
J06,2026-08-23,outils,lock-screen-bible-verse-wallpaper,https://www.getfaithlock.com/resources/lock-screen-bible-verse-wallpaper,,,?,,,,
J06,2026-08-23,outils,pink-bible-verse-wallpaper,https://www.getfaithlock.com/resources/pink-bible-verse-wallpaper,,,?,,,,
J06,2026-08-23,outils,short-bible-verse-wallpaper,https://www.getfaithlock.com/resources/short-bible-verse-wallpaper,,,?,,,,
J06,2026-08-23,addiction,cell-phone-addiction,https://www.getfaithlock.com/resources/cell-phone-addiction,,,?,,,,
J07,2026-08-24,addiction,digital-minimalism-books,https://www.getfaithlock.com/resources/digital-minimalism-books,,,?,,,,
J07,2026-08-24,addiction,digital-minimalism-christian,https://www.getfaithlock.com/resources/digital-minimalism-christian,,,?,,,,
J07,2026-08-24,addiction,digital-minimalism,https://www.getfaithlock.com/resources/digital-minimalism,,,?,,,,
J07,2026-08-24,addiction,does-dopamine-detox-work,https://www.getfaithlock.com/resources/does-dopamine-detox-work,,,?,,,,
J07,2026-08-24,addiction,dopamine-detox-app,https://www.getfaithlock.com/resources/dopamine-detox-app,,,?,,,,
J07,2026-08-24,addiction,dopamine-detox,https://www.getfaithlock.com/resources/dopamine-detox,,,?,,,,
J07,2026-08-24,addiction,help-for-phone-addiction,https://www.getfaithlock.com/resources/help-for-phone-addiction,,,?,,,,
J07,2026-08-24,addiction,how-to-break-phone-addiction,https://www.getfaithlock.com/resources/how-to-break-phone-addiction,,,?,,,,
J07,2026-08-24,addiction,how-to-do-a-digital-detox,https://www.getfaithlock.com/resources/how-to-do-a-digital-detox,,,?,,,,
J07,2026-08-24,addiction,phone-addiction-blocker,https://www.getfaithlock.com/resources/phone-addiction-blocker,,,?,,,,
J08,2026-08-25,addiction,phone-addiction-recovery,https://www.getfaithlock.com/resources/phone-addiction-recovery,,,?,,,,
J08,2026-08-25,addiction,phone-addiction-rehab,https://www.getfaithlock.com/resources/phone-addiction-rehab,,,?,,,,
J08,2026-08-25,addiction,phone-addiction-symptoms,https://www.getfaithlock.com/resources/phone-addiction-symptoms,,,?,,,,
J08,2026-08-25,addiction,phone-addiction-therapy,https://www.getfaithlock.com/resources/phone-addiction-therapy,,,?,,,,
J08,2026-08-25,addiction,phone-addiction-treatment,https://www.getfaithlock.com/resources/phone-addiction-treatment,,,?,,,,
J08,2026-08-25,addiction,phone-free-weekend,https://www.getfaithlock.com/resources/phone-free-weekend,,,?,,,,
J08,2026-08-25,addiction,teen-phone-addiction,https://www.getfaithlock.com/resources/teen-phone-addiction,,,?,,,,
J08,2026-08-25,niche,bible-study-on-1-corinthians,https://www.getfaithlock.com/resources/bible-study-on-1-corinthians,,,?,,,,
J08,2026-08-25,niche,bible-study-on-ephesians,https://www.getfaithlock.com/resources/bible-study-on-ephesians,,,?,,,,
J08,2026-08-25,niche,bible-study-on-galatians,https://www.getfaithlock.com/resources/bible-study-on-galatians,,,?,,,,
J09,2026-08-26,niche,bible-study-on-genesis,https://www.getfaithlock.com/resources/bible-study-on-genesis,,,?,,,,
J09,2026-08-26,niche,bible-study-on-james,https://www.getfaithlock.com/resources/bible-study-on-james,,,?,,,,
J09,2026-08-26,niche,bible-study-on-john,https://www.getfaithlock.com/resources/bible-study-on-john,,,?,,,,
J09,2026-08-26,niche,bible-study-on-matthew,https://www.getfaithlock.com/resources/bible-study-on-matthew,,,?,,,,
J09,2026-08-26,niche,bible-study-on-philippians,https://www.getfaithlock.com/resources/bible-study-on-philippians,,,?,,,,
J09,2026-08-26,niche,bible-study-on-proverbs,https://www.getfaithlock.com/resources/bible-study-on-proverbs,,,?,,,,
J09,2026-08-26,niche,bible-study-on-psalms,https://www.getfaithlock.com/resources/bible-study-on-psalms,,,?,,,,
J09,2026-08-26,niche,bible-study-on-romans,https://www.getfaithlock.com/resources/bible-study-on-romans,,,?,,,,
J09,2026-08-26,niche,bible-study-topics,https://www.getfaithlock.com/resources/bible-study-topics,,,?,,,,
J09,2026-08-26,niche,catholic-bible-app,https://www.getfaithlock.com/resources/catholic-bible-app,,,?,,,,
J10,2026-08-27,niche,catholic-digital-fast,https://www.getfaithlock.com/resources/catholic-digital-fast,,,?,,,,
J10,2026-08-27,niche,catholic-evening-prayer,https://www.getfaithlock.com/resources/catholic-evening-prayer,,,?,,,,
J10,2026-08-27,niche,catholic-morning-prayer,https://www.getfaithlock.com/resources/catholic-morning-prayer,,,?,,,,
J10,2026-08-27,niche,catholic-novena-app,https://www.getfaithlock.com/resources/catholic-novena-app,,,?,,,,
J10,2026-08-27,niche,catholic-prayer-app,https://www.getfaithlock.com/resources/catholic-prayer-app,,,?,,,,
J10,2026-08-27,niche,catholic-screen-time,https://www.getfaithlock.com/resources/catholic-screen-time,,,?,,,,
J10,2026-08-27,niche,divine-mercy-chaplet,https://www.getfaithlock.com/resources/divine-mercy-chaplet,,,?,,,,
J10,2026-08-27,niche,how-to-pray-the-rosary,https://www.getfaithlock.com/resources/how-to-pray-the-rosary,,,?,,,,
J10,2026-08-27,niche,rosary-app,https://www.getfaithlock.com/resources/rosary-app,,,?,,,,
J10,2026-08-27,audience,daily-devotional-for-couples,https://www.getfaithlock.com/resources/daily-devotional-for-couples,,,?,,,,
J11,2026-08-28,audience,daily-devotional-for-men,https://www.getfaithlock.com/resources/daily-devotional-for-men,,,?,,,,
J11,2026-08-28,audience,daily-devotional-for-women,https://www.getfaithlock.com/resources/daily-devotional-for-women,,,?,,,,
J11,2026-08-28,audience,devotional-for-busy-moms,https://www.getfaithlock.com/resources/devotional-for-busy-moms,,,?,,,,
J11,2026-08-28,audience,devotional-for-college-students,https://www.getfaithlock.com/resources/devotional-for-college-students,,,?,,,,
J11,2026-08-28,audience,devotional-for-teens,https://www.getfaithlock.com/resources/devotional-for-teens,,,?,,,,
J11,2026-08-28,audience,devotional-for-women,https://www.getfaithlock.com/resources/devotional-for-women,,,?,,,,
J11,2026-08-28,audience,evening-devotional,https://www.getfaithlock.com/resources/evening-devotional,,,?,,,,
J11,2026-08-28,audience,morning-devotional-for-men,https://www.getfaithlock.com/resources/morning-devotional-for-men,,,?,,,,
J11,2026-08-28,audience,morning-devotional-for-women,https://www.getfaithlock.com/resources/morning-devotional-for-women,,,?,,,,
J11,2026-08-28,scripture,bible-verses-about-blessing,https://www.getfaithlock.com/resources/bible-verses-about-blessing,,,?,,,,
J12,2026-08-29,scripture,bible-verses-about-children,https://www.getfaithlock.com/resources/bible-verses-about-children,,,?,,,,
J12,2026-08-29,scripture,bible-verses-about-comparison-envy,https://www.getfaithlock.com/resources/bible-verses-about-comparison-envy,,,?,,,,
J12,2026-08-29,scripture,bible-verses-about-miracles,https://www.getfaithlock.com/resources/bible-verses-about-miracles,,,?,,,,
J12,2026-08-29,scripture,bible-verses-about-patience-in-suffering,https://www.getfaithlock.com/resources/bible-verses-about-patience-in-suffering,,,?,,,,
J12,2026-08-29,scripture,bible-verses-about-singleness,https://www.getfaithlock.com/resources/bible-verses-about-singleness,,,?,,,,
J12,2026-08-29,scripture,bible-verses-about-strength,https://www.getfaithlock.com/resources/bible-verses-about-strength,,,?,,,,
J12,2026-08-29,scripture,bible-verses-about-unity,https://www.getfaithlock.com/resources/bible-verses-about-unity,,,?,,,,
J12,2026-08-29,scripture,morning-prayer-christian,https://www.getfaithlock.com/resources/morning-prayer-christian,,,?,,,,
J12,2026-08-29,scripture,prayer-for-comparison,https://www.getfaithlock.com/resources/prayer-for-comparison,,,?,,,,
J12,2026-08-29,scripture,prayer-for-night,https://www.getfaithlock.com/resources/prayer-for-night,,,?,,,,
J13,2026-08-30,scripture,prayer-for-serenity,https://www.getfaithlock.com/resources/prayer-for-serenity,,,?,,,,
J13,2026-08-30,scripture,prayer-for-today,https://www.getfaithlock.com/resources/prayer-for-today,,,?,,,,
J13,2026-08-30,autre,bible-verse-notifications-app,https://www.getfaithlock.com/resources/bible-verse-notifications-app,,,?,,,,
J13,2026-08-30,autre,christian-devotional-app,https://www.getfaithlock.com/resources/christian-devotional-app,,,?,,,,
J13,2026-08-30,autre,christian-meditation-app,https://www.getfaithlock.com/resources/christian-meditation-app,,,?,,,,
J13,2026-08-30,autre,christian-prayer-app,https://www.getfaithlock.com/resources/christian-prayer-app,,,?,,,,
J13,2026-08-30,autre,screen-time-statistics,https://www.getfaithlock.com/resources/screen-time-statistics,,,?,,,,
